Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+08:00,619.0,632.0,618.0,631.0,585.003173828125,69089158,0.0,0.0
2022-01-04 00:00:00+08:00,645.0,656.0,644.0,656.0,608.1806640625,79434666,0.0,0.0
2022-01-05 00:00:00+08:00,669.0,669.0,646.0,650.0,602.6181030273438,69593809,0.0,0.0
2022-01-06 00:00:00+08:00,638.0,646.0,636.0,644.0,597.055419921875,53210211,0.0,0.0
2022-01-07 00:00:00+08:00,643.0,646.0,632.0,634.0,587.7843627929688,38249908,0.0,0.0
2022-01-10 00:00:00+08:00,628.0,645.0,627.0,643.0,596.1283569335938,38289770,0.0,0.0
2022-01-11 00:00:00+08:00,646.0,651.0,639.0,651.0,603.5451049804688,33196585,0.0,0.0
2022-01-12 00:00:00+08:00,657.0,660.0,650.0,660.0,611.88916015625,38860063,0.0,0.0
2022-01-13 00:00:00+08:00,658.0,662.0,655.0,661.0,612.816162109375,38137411,0.0,0.0
2022-01-14 00:00:00+08:00,673.0,673.0,661.0,672.0,623.0145263671875,95200777,0.0,0.0
2022-01-17 00:00:00+08:00,685.0,688.0,678.0,683.0,633.212646484375,59614236,0.0,0.0
2022-01-18 00:00:00+08:00,678.0,681.0,662.0,662.0,613.7434692382812,43593330,0.0,0.0
2022-01-19 00:00:00+08:00,652.0,660.0,651.0,654.0,606.3265380859375,40381333,0.0,0.0
2022-01-20 00:00:00+08:00,650.0,657.0,646.0,651.0,603.5451049804688,46474584,0.0,0.0
2022-01-21 00:00:00+08:00,644.0,646.0,637.0,641.0,594.2740478515625,49577684,0.0,0.0
2022-01-24 00:00:00+08:00,639.0,655.0,637.0,653.0,605.3994750976562,47134502,0.0,0.0
2022-01-25 00:00:00+08:00,643.0,645.0,638.0,641.0,594.2740478515625,52318736,0.0,0.0
2022-01-26 00:00:00+08:00,635.0,641.0,635.0,636.0,589.6387329101562,29957189,0.0,0.0
